Sl No,VIN,ECU Under Test,Deployment Status,Deployment start time,Deployment end time
17115,MD2B35301NCK08610,TEL,REQUEST_PENDING,2022-03-23T10:47:13Z,None
17116,MD2B35301NCK08610,TEL,REQUEST_PENDING,2022-03-16T09:00:49Z,None
17117,MD2B35301NCK08610,TEL,UPDATE SKIPPED,2022-03-12T10:55:27Z,2022-03-12T11:18:05Z
17118,MD2B35301NCK08610,TEL,UPDATE SKIPPED,2022-01-17T06:31:29Z,2022-01-17T06:37:18Z
17119,MD2B35307NCK08773,VCU,UPDATE_COMPLETED,2022-04-23T07:47:16Z,2022-05-04T08:59:48Z
17120,MD2B35307NCK08773,VCU,UPDATE_FAILED,2022-04-23T06:12:07Z,2022-04-23T07:19:27Z
17121,MD2B35307NCK08773,VCU,REQUEST_PENDING,2022-04-23T06:08:52Z,None
17122,MD2B35307NCK08773,VCU,UPDATE_FAILED,2022-04-19T18:21:19Z,2022-04-23T05:57:05Z
17123,MD2B35307NCK08773,VCU,UPDATE SKIPPED,2022-03-19T13:17:39Z,2022-03-19T14:04:07Z
17124,MD2B35307NCK08773,TEL,UPDATE SKIPPED,2022-03-17T13:13:35Z,2022-03-19T13:17:08Z
17125,MD2B35307NCK08773,VCU,UPDATE SKIPPED,2022-03-08T06:06:21Z,2022-03-08T06:49:08Z
17126,MD2B35307NCK08773,VCU,UPDATE_COMPLETED,2022-03-07T13:58:20Z,2022-03-07T14:54:57Z
17127,MD2B35307NCK08773,TEL,UPDATE_COMPLETED,2022-03-07T11:08:41Z,2022-03-07T12:00:13Z
17128,MD2B35307NCK08773,TEL,UPDATE SKIPPED,2022-01-17T06:30:03Z,2022-01-17T06:57:26Z
17129,MD2B35305NCK08609,TEL,UPDATE_COMPLETED,2022-05-05T06:20:50Z,2022-05-06T13:03:39Z
17130,MD2B35305NCK08609,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-20T02:32:48Z
17131,MD2B35305NCK08609,VCU,UPDATE SKIPPED,2022-03-22T09:08:56Z,2022-03-22T09:11:39Z
17132,MD2B35305NCK08609,TEL,UPDATE SKIPPED,2022-03-22T08:54:13Z,2022-03-22T09:03:59Z
17133,MD2B35305NCK08609,TEL,UPDATE_FAILED,2022-03-22T07:38:07Z,2022-03-22T08:16:53Z
17134,MD2B35305NCK08609,TEL,REQUEST_PENDING,2022-03-22T07:37:49Z,None
17135,MD2B35305NCK08609,TEL,UPDATE_FAILED,2022-03-16T09:00:49Z,2022-03-22T07:14:48Z
17136,MD2B35305NCK08609,TEL,UPDATE SKIPPED,2022-01-17T06:24:04Z,2022-01-17T06:30:50Z
17137,MD2B35303NCK08608,TEL,PACKAGE_DOWNLOADING,2022-05-05T06:20:50Z,None
17138,MD2B35303NCK08608,VCU,UPDATE SKIPPED,2022-04-29T07:25:20Z,2022-04-29T08:52:56Z
17139,MD2B35303NCK08608,VCU,REQUEST_PENDING,2022-04-29T07:25:08Z,None
17140,MD2B35303NCK08608,TEL,UPDATE_FAILED,2022-03-26T14:22:56Z,2022-03-28T14:12:14Z
17141,MD2B35303NCK08608,TEL,UPDATE_FAILED,2022-03-23T16:10:15Z,2022-03-26T13:21:22Z
17142,MD2B35303NCK08608,TEL,UPDATE_FAILED,2022-03-21T16:03:54Z,2022-03-23T15:09:46Z
17143,MD2B35303NCK08608,TEL,UPDATE_FAILED,2022-03-21T14:17:37Z,2022-03-21T14:38:43Z
17144,MD2B35303NCK08608,TEL,UPDATE_FAILED,2022-03-17T13:13:35Z,2022-03-21T13:55:42Z
17145,MD2B35303NCK08608,TEL,UPDATE SKIPPED,2022-01-17T06:15:06Z,2022-01-17T06:18:38Z
17146,MD2B35301NCK08607,VCU,UPDATE SKIPPED,2022-05-27T09:49:39Z,2022-05-27T10:05:44Z
17147,MD2B35301NCK08607,VCU,REQUEST_PENDING,2022-05-27T09:47:45Z,None
17148,MD2B35301NCK08607,TEL,UPTANE PROVISIONING,2022-03-16T09:00:49Z,2022-03-19T01:12:39Z
17149,MD2B35301NCK08607,TEL,UPDATE SKIPPED,2022-01-17T06:09:58Z,2022-01-18T08:27:39Z
17150,MD2B35308NCK08605,MCU,REQUEST_PENDING,2022-05-25T04:35:39Z,None
17151,MD2B35308NCK08605,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-20T06:32:50Z
17152,MD2B35308NCK08605,VCU,UPDATE_COMPLETED,2022-04-07T10:29:00Z,2022-04-11T11:06:58Z
17153,MD2B35308NCK08605,VCU,UPDATE_FAILED,2022-04-06T19:58:51Z,2022-04-07T10:28:32Z
17154,MD2B35308NCK08605,VCU,UPDATE_COMPLETED,2022-03-21T04:05:11Z,2022-03-23T09:16:57Z
17155,MD2B35308NCK08605,TEL,UPDATE_COMPLETED,2022-03-17T13:13:35Z,2022-03-21T03:54:47Z
17156,MD2B35308NCK08605,TEL,UPDATE SKIPPED,2022-02-23T10:23:33Z,2022-02-23T11:21:29Z
17157,MD2B35308NCK08605,TEL,UPDATE SKIPPED,2022-01-17T08:05:51Z,2022-01-17T08:16:39Z
17158,MD2B35308NCK08605,TEL,REQUEST_PENDING,2022-01-17T05:56:49Z,None
17159,MD2B35304NCK08455,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-23T19:04:47Z
17160,MD2B35304NCK08455,VCU,UPDATE SKIPPED,2022-03-25T18:18:47Z,2022-03-26T22:39:31Z
17161,MD2B35304NCK08455,TEL,UPDATE SKIPPED,2022-03-17T13:13:35Z,2022-03-25T17:07:06Z
17162,MD2B35304NCK08455,VCU,UPDATE_COMPLETED,2022-03-10T08:17:27Z,2022-03-10T09:14:27Z
17163,MD2B35304NCK08455,TEL,UPDATE_COMPLETED,2022-03-10T07:38:20Z,2022-03-10T08:13:17Z
17164,MD2B35304NCK08455,TEL,UPDATE_FAILED,2022-03-10T06:37:57Z,2022-03-10T07:36:59Z
17165,MD2B35304NCK08455,TEL,REQUEST_PENDING,2022-03-10T06:36:35Z,None
17166,MD2B35304NCK08455,TEL,UPDATE SKIPPED,2022-01-17T05:40:22Z,2022-01-17T05:43:59Z
17167,MD2B35302NCK08454,TEL,UPDATE_FAILED,2022-03-16T09:00:49Z,2022-06-14T06:53:43Z
17168,MD2B35302NCK08454,TEL,UPDATE SKIPPED,2022-01-17T04:57:11Z,2022-01-17T05:00:50Z
17169,MD2B35300NCK08453,MCU,UPDATE_ABORTED,2022-05-25T04:35:39Z,2022-05-28T15:23:15Z
17170,MD2B35300NCK08453,TEL,UPDATE_COMPLETED,2022-05-05T06:20:50Z,2022-05-06T16:56:24Z
17171,MD2B35300NCK08453,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-21T19:27:48Z
17172,MD2B35300NCK08453,VCU,UPDATE_COMPLETED,2022-03-27T08:32:51Z,2022-04-08T03:17:31Z
17173,MD2B35300NCK08453,TEL,UPDATE_COMPLETED,2022-03-16T09:00:49Z,2022-03-27T08:27:35Z
17174,MD2B35300NCK08453,TEL,UPDATE SKIPPED,2022-01-17T03:31:04Z,2022-01-17T04:16:13Z
17175,MD2B35309NCK08452,VCU,REQUEST_PENDING,2022-04-21T07:30:30Z,None
17176,MD2B35309NCK08452,VCU,UPDATE_FAILED,2022-04-19T18:21:19Z,2022-04-20T05:54:53Z
17177,MD2B35309NCK08452,VCU,UPDATE_COMPLETED,2022-04-06T19:58:51Z,2022-04-07T05:42:19Z
17178,MD2B35309NCK08452,VCU,UPDATE_COMPLETED,2022-03-19T06:03:43Z,2022-03-29T07:12:45Z
17179,MD2B35309NCK08452,TEL,UPDATE_COMPLETED,2022-03-16T09:00:49Z,2022-03-18T14:41:43Z
17180,MD2B35309NCK08452,TEL,UPDATE SKIPPED,2022-01-24T10:09:57Z,2022-01-25T09:32:36Z
17181,MD2B35309NCK08452,TEL,UPTANE PROVISIONING,2022-01-18T08:39:44Z,2022-01-24T09:49:55Z
17182,MD2B35309NCK08452,TEL,UPDATE SKIPPED,2022-01-17T03:24:07Z,2022-01-17T04:05:38Z
17183,MD2B35308NCK08457,MCU,UPDATE_COMPLETED,2022-05-25T04:35:39Z,2022-05-28T02:02:27Z
17184,MD2B35308NCK08457,TEL,UPDATE_COMPLETED,2022-05-08T12:36:16Z,2022-05-08T18:32:08Z
17185,MD2B35308NCK08457,TEL,UPDATE_FAILED,2022-05-07T09:50:26Z,2022-05-08T12:34:53Z
17186,MD2B35308NCK08457,TEL,UPDATE_FAILED,2022-05-06T19:24:14Z,2022-05-07T09:49:00Z
17187,MD2B35308NCK08457,TEL,UPDATE_FAILED,2022-05-05T06:20:50Z,2022-05-06T19:05:29Z
17188,MD2B35308NCK08457,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-25T04:46:52Z
17189,MD2B35308NCK08457,VCU,UPDATE_COMPLETED,2022-03-28T08:06:10Z,2022-04-09T03:55:55Z
17190,MD2B35308NCK08457,TEL,UPDATE_COMPLETED,2022-03-16T09:00:49Z,2022-03-28T08:00:35Z
17191,MD2B35308NCK08457,TEL,UPDATE SKIPPED,2022-01-17T03:15:21Z,2022-01-17T03:19:13Z
17192,MD2B35307NCK08451,MCU,UPDATE_COMPLETED,2022-05-25T04:35:39Z,2022-05-28T09:02:40Z
17193,MD2B35307NCK08451,TEL,UPDATE_COMPLETED,2022-05-05T06:20:50Z,2022-05-07T03:29:45Z
17194,MD2B35307NCK08451,VCU,UPDATE_COMPLETED,2022-04-21T07:21:43Z,2022-04-22T04:36:45Z
17195,MD2B35307NCK08451,VCU,UPDATE_FAILED,2022-04-19T18:21:19Z,2022-04-20T17:24:14Z
17196,MD2B35307NCK08451,VCU,UPDATE_COMPLETED,2022-03-23T03:55:42Z,2022-03-24T04:03:49Z
17197,MD2B35307NCK08451,TEL,UPDATE_COMPLETED,2022-03-19T20:16:15Z,2022-03-23T03:23:55Z
17198,MD2B35307NCK08451,TEL,UPDATE_FAILED,2022-03-17T13:13:35Z,2022-03-19T18:32:01Z
17199,MD2B35307NCK08451,TEL,UPDATE SKIPPED,2022-03-11T11:49:41Z,2022-03-11T12:03:21Z
17200,MD2B35307NCK08451,TEL,UPDATE SKIPPED,2022-01-17T02:57:36Z,2022-01-17T03:00:13Z
17201,MD2B35306NCK08456,TEL,UPDATE SKIPPED,2022-05-23T05:12:15Z,2022-05-23T05:55:47Z
17202,MD2B35306NCK08456,TEL,UPTANE PROVISIONING,2022-04-19T06:39:36Z,2022-05-23T05:50:58Z
17203,MD2B35306NCK08456,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
17204,MD2B35306NCK08456,TEL,UPDATE SKIPPED,2022-01-17T02:50:33Z,2022-01-17T03:48:21Z
17205,MD2B35301NCK08767,VCU,REQUEST_PENDING,2022-04-19T18:21:19Z,None
17206,MD2B35301NCK08767,VCU,UPDATE_COMPLETED,2022-03-24T05:44:16Z,2022-03-25T09:05:27Z
17207,MD2B35301NCK08767,VCU,UPDATE_FAILED,2022-03-21T14:00:17Z,2022-03-24T05:33:18Z
17208,MD2B35301NCK08767,TEL,UPDATE_COMPLETED,2022-03-17T13:13:35Z,2022-03-21T12:26:21Z
17209,MD2B35301NCK08767,TEL,UPDATE SKIPPED,2022-03-09T10:27:57Z,2022-03-09T11:37:06Z
17210,MD2B35301NCK08767,TEL,UPDATE SKIPPED,2022-01-17T04:00:33Z,2022-01-17T04:30:10Z
17211,MD2B35301NCK08767,TEL,REQUEST_PENDING,2022-01-17T02:43:54Z,None
17212,MD2B3530XNCK08766,TEL,UPDATE SKIPPED,2022-04-27T07:16:01Z,2022-04-27T07:22:53Z
17213,MD2B3530XNCK08766,TEL,REQUEST_PENDING,2022-04-27T07:15:44Z,None
17214,MD2B3530XNCK08766,TEL,UPDATE_FAILED,2022-04-27T06:43:57Z,2022-04-27T07:09:16Z
17215,MD2B3530XNCK08766,TEL,UPDATE_FAILED,2022-03-25T09:15:11Z,2022-03-26T11:50:33Z
17216,MD2B3530XNCK08766,TEL,UPDATE_FAILED,2022-03-25T04:05:30Z,2022-03-25T08:40:47Z
17217,MD2B3530XNCK08766,TEL,UPDATE_FAILED,2022-03-21T07:17:26Z,2022-03-25T04:03:45Z
17218,MD2B3530XNCK08766,TEL,UPDATE_FAILED,2022-03-20T13:05:24Z,2022-03-21T05:49:10Z
17219,MD2B3530XNCK08766,TEL,UPDATE_FAILED,2022-03-17T13:13:35Z,2022-03-20T11:58:16Z
17220,MD2B3530XNCK08766,TEL,UPDATE SKIPPED,2022-01-17T02:36:18Z,2022-01-17T02:39:04Z
17221,MD2B35308NCK08765,MCU,REQUEST_PENDING,2022-05-25T04:35:39Z,None
17222,MD2B35308NCK08765,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-24T08:04:01Z
17223,MD2B35308NCK08765,VCU,UPDATE_COMPLETED,2022-03-25T06:30:22Z,2022-03-29T17:23:17Z
17224,MD2B35308NCK08765,TEL,UPDATE_COMPLETED,2022-03-17T13:13:35Z,2022-03-25T05:37:42Z
17225,MD2B35308NCK08765,TEL,UPDATE SKIPPED,2022-01-17T02:28:45Z,2022-01-17T02:31:31Z
17226,MD2B35304NCK08570,TEL,UPDATE_FAILED,2022-03-20T09:55:18Z,2022-03-22T06:24:06Z
17227,MD2B35304NCK08570,TEL,UPDATE_FAILED,2022-03-20T08:23:20Z,2022-03-20T09:49:57Z
17228,MD2B35304NCK08570,TEL,UPDATE_FAILED,2022-03-20T06:36:51Z,2022-03-20T07:46:36Z
17229,MD2B35304NCK08570,TEL,UPDATE_FAILED,2022-03-19T08:49:09Z,2022-03-20T06:12:50Z
17230,MD2B35304NCK08570,TEL,UPDATE_FAILED,2022-03-17T13:13:35Z,2022-03-18T13:13:37Z
17231,MD2B35304NCK08570,TEL,UPDATE SKIPPED,2022-01-15T02:07:24Z,2022-01-15T02:10:05Z
17232,MD2B35305NCK08528,VCU,REQUEST_PENDING,2022-04-19T18:21:19Z,None
17233,MD2B35305NCK08528,VCU,UPDATE_WAITING_FOR_PRECONDITIONS,2022-03-27T15:51:21Z,None
17234,MD2B35305NCK08528,TEL,UPDATE_COMPLETED,2022-03-16T09:00:49Z,2022-03-27T15:39:55Z
17235,MD2B35305NCK08528,TEL,UPDATE SKIPPED,2022-01-15T01:09:44Z,2022-01-15T01:12:28Z
17236,MD2B35306NCK08571,MCU,UPDATE_COMPLETED,2022-05-27T06:39:06Z,2022-05-27T12:39:25Z
17237,MD2B35306NCK08571,MCU,UPDATE_FAILED,2022-05-25T04:35:39Z,2022-05-25T15:45:35Z
17238,MD2B35306NCK08571,VCU,UPDATE_COMPLETED,2022-04-21T07:18:04Z,2022-04-23T00:07:38Z
17239,MD2B35306NCK08571,VCU,UPDATE_FAILED,2022-04-19T18:21:19Z,2022-04-20T06:41:52Z
17240,MD2B35306NCK08571,VCU,UPDATE_COMPLETED,2022-03-19T15:02:15Z,2022-03-19T20:16:14Z
17241,MD2B35306NCK08571,TEL,UPDATE_COMPLETED,2022-03-17T13:13:35Z,2022-03-19T14:51:38Z
17242,MD2B35306NCK08571,TEL,UPDATE SKIPPED,2022-01-14T09:09:30Z,2022-01-14T09:12:19Z
17243,MD2B35301NCK08574,VCU,UPDATE SKIPPED,2022-05-23T11:05:26Z,2022-05-23T11:15:32Z
17244,MD2B35301NCK08574,VCU,UPDATE SKIPPED,2022-04-19T18:21:19Z,2022-05-23T10:17:58Z
17245,MD2B35301NCK08574,VCU,REQUEST_PENDING,2022-04-18T11:41:34Z,None
17246,MD2B35301NCK08574,VCU,REQUEST_PENDING,2022-03-27T16:31:17Z,None
17247,MD2B35301NCK08574,TEL,UPDATE_COMPLETED,2022-03-16T09:00:49Z,2022-03-27T16:15:27Z
17248,MD2B35301NCK08574,TEL,UPDATE SKIPPED,2022-01-14T08:19:46Z,2022-01-14T09:17:07Z
17249,MD2B35308NCK08488,VCU,REQUEST_PENDING,2022-04-19T18:21:19Z,None
17250,MD2B35308NCK08488,VCU,UPDATE SKIPPED,2022-03-30T08:48:47Z,2022-03-30T09:33:08Z
17251,MD2B35308NCK08488,VCU,UPDATE_COMPLETED,2022-03-28T02:45:32Z,2022-03-29T06:43:23Z
17252,MD2B35308NCK08488,TEL,UPDATE_COMPLETED,2022-03-16T09:00:49Z,2022-03-28T02:35:07Z
17253,MD2B35308NCK08488,TEL,UPDATE SKIPPED,2022-01-14T08:01:39Z,2022-01-14T08:31:31Z
17254,MD2B35301NCK08557,MCU,UPDATE_COMPLETED,2022-05-25T04:35:39Z,2022-05-27T16:20:38Z
17255,MD2B35301NCK08557,VCU,UPDATE_COMPLETED,2022-04-21T06:55:44Z,2022-04-21T17:05:53Z
17256,MD2B35301NCK08557,VCU,UPDATE_FAILED,2022-04-19T18:21:19Z,2022-04-20T15:01:42Z
17257,MD2B35301NCK08557,VCU,UPDATE_COMPLETED,2022-03-19T16:01:26Z,2022-03-20T15:32:01Z
17258,MD2B35301NCK08557,TEL,UPDATE_COMPLETED,2022-03-17T13:13:35Z,2022-03-19T15:51:34Z
17259,MD2B35301NCK08557,TEL,UPDATE SKIPPED,2022-03-10T06:50:27Z,2022-03-10T07:35:26Z
17260,MD2B35301NCK08557,TEL,UPDATE SKIPPED,2022-01-14T07:44:08Z,2022-01-14T07:46:37Z
17261,MD2B35308NCK08569,VCU,UPDATE_COMPLETED,2022-04-06T07:29:23Z,2022-04-06T09:23:31Z
17262,MD2B35308NCK08569,TEL,UPDATE_COMPLETED,2022-04-06T06:45:05Z,2022-04-06T07:27:57Z
17263,MD2B35308NCK08569,TEL,UPDATE_COMPLETED,2022-04-05T09:54:15Z,2022-04-06T06:08:51Z
17264,MD2B35308NCK08569,TEL,UPDATE SKIPPED,2022-01-14T07:23:57Z,2022-01-14T09:23:48Z
17265,MD2B35303NCK08446,VCU,UPDATE SKIPPED,2022-06-07T11:27:03Z,2022-06-11T08:01:59Z
17266,MD2B35303NCK08446,VCU,REQUEST_PENDING,2022-06-07T11:17:58Z,None
17267,MD2B35303NCK08446,TEL,UPTANE PROVISIONING,2022-04-19T06:39:36Z,2022-06-11T07:04:05Z
17268,MD2B35303NCK08446,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
17269,MD2B35303NCK08446,TEL,UPDATE SKIPPED,2022-01-14T07:19:47Z,2022-01-14T07:26:39Z
17270,MD2B35304NCK08438,MCU,UPDATE_COMPLETED,2022-05-25T04:35:39Z,2022-05-27T06:43:12Z
17271,MD2B35304NCK08438,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-20T20:17:56Z
17272,MD2B35304NCK08438,VCU,UPDATE_COMPLETED,2022-03-19T17:40:25Z,2022-03-20T17:23:53Z
17273,MD2B35304NCK08438,TEL,UPDATE_COMPLETED,2022-03-17T13:13:35Z,2022-03-19T16:39:00Z
17274,MD2B35304NCK08438,TEL,UPDATE SKIPPED,2022-01-14T07:14:32Z,2022-01-14T07:17:12Z
17275,MD2B35309NCK08483,VCU,UPDATE SKIPPED,2022-04-22T05:54:09Z,2022-04-22T06:04:20Z
17276,MD2B35309NCK08483,TEL,NVM CORRUPTION,2022-03-20T12:55:29Z,2022-03-21T05:19:29Z
17277,MD2B35309NCK08483,TEL,UPDATE_FAILED,2022-03-17T13:13:35Z,2022-03-20T11:44:06Z
17278,MD2B35309NCK08483,TEL,UPDATE SKIPPED,2022-01-14T06:33:16Z,2022-01-14T06:35:47Z
17279,MD2B35308NCK08491,VCU,UPDATE_WAITING_FOR_PRECONDITIONS,2022-04-19T18:21:19Z,None
17280,MD2B35308NCK08491,VCU,UPDATE SKIPPED,2022-03-19T08:58:35Z,2022-03-20T03:09:00Z
17281,MD2B35308NCK08491,VCU,UPDATE SKIPPED,2022-03-18T11:15:07Z,2022-03-18T11:58:11Z
17282,MD2B35308NCK08491,VCU,UPDATE_COMPLETED,2022-03-18T07:40:14Z,2022-03-18T10:10:17Z
17283,MD2B35308NCK08491,TEL,UPDATE_COMPLETED,2022-03-17T13:13:35Z,2022-03-18T07:03:27Z
17284,MD2B35308NCK08491,TEL,UPDATE SKIPPED,2022-01-14T05:40:51Z,2022-01-14T05:56:08Z
17285,MD2B3530XNCK08542,MCU,UPDATE_ABORTED,2022-05-25T04:35:39Z,2022-05-28T14:58:55Z
17286,MD2B3530XNCK08542,BMS,UPDATE_COMPLETED,2022-04-22T11:33:53Z,2022-04-23T06:08:20Z
17287,MD2B3530XNCK08542,VCU,UPDATE_COMPLETED,2022-04-22T08:02:14Z,2022-04-22T09:16:05Z
17288,MD2B3530XNCK08542,TEL,UPDATE SKIPPED,2022-04-22T07:10:18Z,2022-04-22T07:54:52Z
17289,MD2B3530XNCK08542,TEL,REQUEST_PENDING,2022-04-22T07:07:57Z,None
17290,MD2B3530XNCK08542,TEL,NVM CORRUPTION,2022-03-19T06:04:18Z,2022-03-19T14:38:48Z
17291,MD2B3530XNCK08542,TEL,UPDATE_FAILED,2022-03-17T08:02:24Z,2022-03-17T12:32:48Z
17292,MD2B3530XNCK08542,TEL,FAILED DUE TO NEWLY PULLED DEPLOYMENT,2022-03-16T09:00:49Z,2022-03-17T09:12:41Z
17293,MD2B3530XNCK08542,TEL,UPDATE SKIPPED,2022-01-14T04:59:08Z,2022-01-14T05:59:56Z
17294,MD2B35300NCK08436,VCU,UPDATE_FAILED,2022-04-19T18:21:19Z,2022-05-12T11:06:23Z
17295,MD2B35300NCK08436,VCU,UPDATE_COMPLETED,2022-03-20T07:45:37Z,2022-03-20T09:23:02Z
17296,MD2B35300NCK08436,TEL,UPDATE_COMPLETED,2022-03-17T13:13:35Z,2022-03-20T06:42:57Z
17297,MD2B35300NCK08436,TEL,UPDATE SKIPPED,2022-03-09T08:44:31Z,2022-03-09T10:39:43Z
17298,MD2B35300NCK08436,TEL,UPDATE SKIPPED,2022-01-14T04:50:57Z,2022-01-14T04:55:34Z
17299,MD2B35307NCK08434,MCU,UPDATE_COMPLETED,2022-05-25T04:35:39Z,2022-05-27T16:20:59Z
17300,MD2B35307NCK08434,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-21T16:19:46Z
17301,MD2B35307NCK08434,VCU,UPDATE_COMPLETED,2022-04-12T05:26:33Z,2022-04-12T09:31:56Z
17302,MD2B35307NCK08434,VCU,UPTANE PROVISIONING,2022-04-12T05:04:49Z,2022-04-12T05:11:08Z
17303,MD2B35307NCK08434,VCU,UPTANE PROVISIONING,2022-04-12T04:20:03Z,2022-04-12T05:00:38Z
17304,MD2B35307NCK08434,VCU,REQUEST_PENDING,2022-04-12T04:18:51Z,None
17305,MD2B35307NCK08434,TEL,UPDATE_COMPLETED,2022-04-11T07:20:29Z,2022-04-11T12:23:07Z
17306,MD2B35307NCK08434,TEL,UPDATE_FAILED,2022-04-11T05:52:02Z,2022-04-11T07:06:12Z
17307,MD2B35307NCK08434,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
17308,MD2B35307NCK08434,TEL,UPDATE SKIPPED,2022-02-02T12:24:43Z,2022-02-07T05:28:39Z
17309,MD2B35307NCK08434,TEL,UPDATE SKIPPED,2022-01-14T04:47:59Z,2022-01-14T04:52:33Z
17310,MD2B35302NCK08440,VCU,UPDATE SKIPPED,2022-06-25T08:10:16Z,2022-06-25T08:33:32Z
17311,MD2B35302NCK08440,VCU,UPDATE SKIPPED,2022-04-19T18:21:19Z,2022-06-25T08:28:23Z
17312,MD2B35302NCK08440,VCU,REQUEST_PENDING,2022-03-27T02:50:13Z,None
17313,MD2B35302NCK08440,TEL,UPDATE_COMPLETED,2022-03-26T15:00:08Z,2022-03-27T02:07:26Z
17314,MD2B35302NCK08440,TEL,UPDATE_FAILED,2022-03-16T09:00:49Z,2022-03-26T14:58:25Z
17315,MD2B35302NCK08440,TEL,UPDATE SKIPPED,2022-01-28T10:52:37Z,2022-01-28T11:03:19Z
17316,MD2B35302NCK08440,TEL,UPDATE SKIPPED,2022-01-14T04:46:43Z,2022-01-14T04:49:13Z
17317,MD2B35305NCK08562,TEL,REQUEST_PENDING,2022-04-19T06:39:36Z,None
17318,MD2B35305NCK08562,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
17319,MD2B35305NCK08562,TEL,UPDATE SKIPPED,2022-01-14T04:43:34Z,2022-01-14T04:51:23Z
17320,MD2B35309NCK08435,MCU,UPDATE_COMPLETED,2022-05-25T04:35:39Z,2022-05-28T03:47:30Z
17321,MD2B35309NCK08435,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-30T20:35:12Z
17322,MD2B35309NCK08435,VCU,UPDATE_COMPLETED,2022-03-27T07:27:17Z,2022-04-08T04:41:51Z
17323,MD2B35309NCK08435,TEL,UPDATE_COMPLETED,2022-03-16T09:00:49Z,2022-03-27T07:23:39Z
17324,MD2B35309NCK08435,TEL,UPDATE SKIPPED,2022-01-14T04:42:25Z,2022-01-14T04:48:08Z
17325,MD2B35303NCK08432,VCU,UPDATE SKIPPED,2022-05-30T06:18:49Z,2022-05-30T08:08:55Z
17326,MD2B35303NCK08432,MCU,FAILED DUE TO NEWLY PULLED DEPLOYMENT,2022-05-25T04:35:39Z,2022-05-30T06:21:03Z
17327,MD2B35303NCK08432,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-25T16:06:40Z
17328,MD2B35303NCK08432,VCU,UPDATE_COMPLETED,2022-04-09T04:18:28Z,2022-04-12T01:09:28Z
17329,MD2B35303NCK08432,TEL,UPDATE_COMPLETED,2022-03-16T09:00:49Z,2022-04-09T03:41:34Z
17330,MD2B35303NCK08432,TEL,UPDATE SKIPPED,2022-01-14T04:38:23Z,2022-01-14T04:41:56Z
17331,MD2B35303NCK08575,VCU,REQUEST_RECEIVED,2022-04-19T18:21:19Z,None
17332,MD2B35303NCK08575,VCU,UPDATE_COMPLETED,2022-03-26T07:11:12Z,2022-03-29T05:38:50Z
17333,MD2B35303NCK08575,TEL,UPDATE_COMPLETED,2022-03-22T07:12:05Z,2022-03-26T06:36:31Z
17334,MD2B35303NCK08575,TEL,UPDATE_FAILED,2022-03-20T17:06:52Z,2022-03-22T06:43:06Z
17335,MD2B35303NCK08575,TEL,UPDATE_FAILED,2022-03-17T13:13:35Z,2022-03-20T16:44:04Z
17336,MD2B35303NCK08575,TEL,UPDATE SKIPPED,2022-01-14T04:36:38Z,2022-01-14T04:39:10Z
17337,MD2B35305NCK08433,VCU,REQUEST_PENDING,2022-04-27T09:06:17Z,None
17338,MD2B35305NCK08433,VCU,REQUEST_PENDING,2022-04-19T18:21:19Z,None
17339,MD2B35305NCK08433,VCU,UPDATE_COMPLETED,2022-04-06T19:58:51Z,2022-04-07T13:08:50Z
17340,MD2B35305NCK08433,VCU,UPDATE_COMPLETED,2022-03-22T17:05:10Z,2022-03-24T13:45:32Z
17341,MD2B35305NCK08433,VCU,UPDATE_FAILED,2022-03-22T14:08:55Z,2022-03-22T16:33:28Z
17342,MD2B35305NCK08433,TEL,UPDATE SKIPPED,2022-03-20T13:59:04Z,2022-03-22T13:55:36Z
17343,MD2B35305NCK08433,TEL,UPDATE_FAILED,2022-03-19T06:01:42Z,2022-03-20T13:38:21Z
17344,MD2B35305NCK08433,TEL,UPDATE_FAILED,2022-03-16T09:00:49Z,2022-03-16T13:45:11Z
17345,MD2B35305NCK08433,TEL,UPDATE SKIPPED,2022-01-14T04:34:51Z,2022-01-14T04:37:28Z
17346,MD2B35300NCK08548,VCU_TEL,UPDATE SKIPPED,2022-06-25T13:00:12Z,2022-06-25T13:34:28Z
17347,MD2B35300NCK08548,VCU_TEL,REQUEST_PENDING,2022-06-25T12:59:38Z,None
17348,MD2B35300NCK08548,VCU,FAILED DUE TO NEWLY PULLED DEPLOYMENT,2022-04-19T18:21:19Z,2022-06-25T13:23:53Z
